address,city,price,numOfBed,numOfBath,fulBathrooms,halfBathrooms,levels,sqft,lotSize,yearBuilt,homeType,typeOwnership,extraFeaturesDescription,neighbourhood,propertySummary,fireplaces,basementArea,taxes,strataFees,amenities,walkscore,daysListed,lastUpdated,images
202 - 1860 Robson Street,Vancouver,,1,1,1,0,1,860,,1986,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"1,655",0,,96,,,"[""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-2.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-3.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-4.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-5.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-6.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-7.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-8.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-9.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-10.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-11.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-12.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-13.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-14.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-15.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-16.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-17.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-18.jpg?2016-04-16+02%3A26%3A00"", ""https://photos.zolo.ca/202-1860-robson-street-vancouver-R2057991-19.jpg?2016-04-16+02%3A26%3A00""]"
1801 - 1438 Richards Street,Vancouver,,1,1,1,0,1,740,,2004,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"1,877",2015,,97,,,"[""https://photos.zolo.ca/1801-1438-richards-street-vancouver-R2057967-2.jpg?2016-04-15+19%3A03%3A00"", ""https://photos.zolo.ca/1801-1438-richards-street-vancouver-R2057967-3.jpg?2016-04-15+19%3A03%3A00"", ""https://photos.zolo.ca/1801-1438-richards-street-vancouver-R2057967-4.jpg?2016-04-15+19%3A03%3A00"", ""https://photos.zolo.ca/1801-1438-richards-street-vancouver-R2057967-5.jpg?2016-04-15+19%3A03%3A00"", ""https://photos.zolo.ca/1801-1438-richards-street-vancouver-R2057967-6.jpg?2016-04-15+19%3A03%3A00"", ""https://photos.zolo.ca/1801-1438-richards-street-vancouver-R2057967-7.jpg?2016-04-15+19%3A03%3A00""]"
1401 - 181 1st Avenue W,Vancouver,,2,3,2,1,1,1729,,2010,Apartment/Condo,Freehold Strata,,Vancouver West,,1,,"5,939",2015,,94,,,"[""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-2.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-3.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-4.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-5.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-6.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-7.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-8.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-9.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-10.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-11.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-12.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-13.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-14.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-15.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-16.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-17.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-18.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-19.jpg?2016-04-15+17%3A19%3A00"", ""https://photos.zolo.ca/1401-181-w-1st-avenue-vancouver-R2057935-20.jpg?2016-04-15+17%3A19%3A00""]"
501 - 6929 Cambie Street,Vancouver,,3,3,3,0,1,1702,,2018,Apartment/Condo,Freehold Strata,,Vancouver West,,0,, ,2016,,61,,,"[""https://photos.zolo.ca/501-6929-cambie-street-vancouver-R2057928-2.jpg?2016-04-19+17%3A54%3A00"", ""https://photos.zolo.ca/501-6929-cambie-street-vancouver-R2057928-3.jpg?2016-04-19+17%3A54%3A00"", ""https://photos.zolo.ca/501-6929-cambie-street-vancouver-R2057928-4.jpg?2016-04-19+17%3A54%3A00"", ""https://photos.zolo.ca/501-6929-cambie-street-vancouver-R2057928-5.jpg?2016-04-19+17%3A54%3A00"", ""https://photos.zolo.ca/501-6929-cambie-street-vancouver-R2057928-6.jpg?2016-04-19+17%3A54%3A00""]"
601 - 908 Keith Road,Vancouver,,2,3,2,1,1,1528,,2014,Apartment/Condo,Freehold NonStrata,,West Vancouver,,1,,"5,620",5619.63,,66,,,"[""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-2.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-3.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-4.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-5.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-6.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-7.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-8.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-9.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-10.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-11.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-12.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-13.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-14.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-15.jpg?2016-04-16+06%3A32%3A00"", ""https://photos.zolo.ca/601-908-keith-road-vancouver-R2057918-16.jpg?2016-04-16+06%3A32%3A00""]"
2703 - 1189 Melville Street,Vancouver,,2,2,2,0,1,1024,,2007,Apartment/Condo,Freehold Strata,,Vancouver West,,1,,"2,598",513.21,,97,,,"[""htt//www.xtt./hme_ht/12/3443712/1.jg?2016-04-15+19%3A11%3A00"", ""//m.gge.m/m//treetvew?ze=640x480&tn=1189%20Meve%20Street%20%20Vnuver%20BC&fv=70&heng=0&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=1189%20Meve%20Street%20%20Vnuver%20BC&fv=70&heng=120&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=1189%20Meve%20Street%20%20Vnuver%20BC&fv=70&heng=240&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", """"]"
307 - 3520 Crowley Drive,Vancouver,,1,1,1,0,1,676,,2002,Apartment/Condo,Freehold Strata,,Vancouver East,,0,,"1,039",275,,89,,,"[""htt//www.xtt./hme_ht/05/3442605/1.jg?2016-04-16+03%3A05%3A00"", ""//m.gge.m/m//treetvew?ze=640x480&tn=3520%20Crwe%20Drve%20%20Vnuver%20BC&fv=70&heng=0&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=3520%20Crwe%20Drve%20%20Vnuver%20BC&fv=70&heng=120&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=3520%20Crwe%20Drve%20%20Vnuver%20BC&fv=70&heng=240&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", """"]"
608 - 5782 Berton Avenue,Vancouver,,2,2,2,0,1,1082,,2011,Apartment/Condo,Leasehold prepaid-Strata,,Vancouver West,,0,,"2,303",0,,69,,,"[""//m.gge.m/m//treetvew?ze=640x480&tn=5782%20Bertn%20Avenue%20%20Vnuver%20BC&fv=70&heng=0&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=5782%20Bertn%20Avenue%20%20Vnuver%20BC&fv=70&heng=120&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=5782%20Bertn%20Avenue%20%20Vnuver%20BC&fv=70&heng=240&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", """"]"
209 - 3520 Crowley Drive,Vancouver,,1,1,1,0,1,701,,2002,Apartment/Condo,Freehold Strata,,Vancouver East,,0,,"1,061",276.04,,89,,,"[""https://photos.zolo.ca/209-3520-crowley-drive-vancouver-R2057723-2.jpg?2016-04-15+03%3A16%3A00"", ""https://photos.zolo.ca/209-3520-crowley-drive-vancouver-R2057723-3.jpg?2016-04-15+03%3A16%3A00"", ""https://photos.zolo.ca/209-3520-crowley-drive-vancouver-R2057723-4.jpg?2016-04-15+03%3A16%3A00""]"
218 - 2889 1st Avenue E,Vancouver,,2,2,2,0,1,823,,2017,Apartment/Condo,Freehold Strata,,Vancouver East,,0,, ,0,,81,,,"[""//m.gge.m/m//treetvew?ze=640x480&tn=2889%201t%20Avenue%20E%20Vnuver%20BC&fv=70&heng=0&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=2889%201t%20Avenue%20E%20Vnuver%20BC&fv=70&heng=120&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=2889%201t%20Avenue%20E%20Vnuver%20BC&fv=70&heng=240&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", """"]"
320 - 2889 1st Avenue E,Vancouver,,2,2,2,0,1,823,,2017,Apartment/Condo,Freehold Strata,,Vancouver East,,0,, ,0,,81,,,"[""//m.gge.m/m//treetvew?ze=640x480&tn=2889%201t%20Avenue%20E%20Vnuver%20BC&fv=70&heng=0&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=2889%201t%20Avenue%20E%20Vnuver%20BC&fv=70&heng=120&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=2889%201t%20Avenue%20E%20Vnuver%20BC&fv=70&heng=240&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", """"]"
310 - 3289 Riverwalk Avenue,Vancouver,,2,2,2,0,1,1028,,2017,Apartment/Condo,Freehold Strata,,Vancouver East,,0,, ,0,,22,,,"[""https://photos.zolo.ca/310-3289-riverwalk-avenue-vancouver-R2057706-2.jpg?2016-04-14+23%3A22%3A00"", ""https://photos.zolo.ca/310-3289-riverwalk-avenue-vancouver-R2057706-3.jpg?2016-04-14+23%3A22%3A00""]"
1706 - 950 Cambie Street,Vancouver,,2,2,2,0,1,1081,,1993,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"1,962",508.56,,98,,,"[""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-2.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-3.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-4.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-5.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-6.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-7.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-8.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-9.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-10.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-11.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-12.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-13.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-14.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-15.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-16.jpg?2016-04-16+06%3A11%3A00"", ""https://photos.zolo.ca/1706-950-cambie-street-vancouver-R2057689-17.jpg?2016-04-16+06%3A11%3A00""]"
3503 - 128 Cordova Street W,Vancouver,,2,3,2,1,2,1663,,2009,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"4,208",2015,,98,,,"[""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-2.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-3.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-4.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-5.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-6.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-7.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-8.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-9.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-10.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-11.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-12.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-13.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-14.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-15.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-16.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-17.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-18.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-19.jpg?2016-04-15+15%3A13%3A00"", ""https://photos.zolo.ca/3503-128-w-cordova-street-vancouver-R2057510-20.jpg?2016-04-15+15%3A13%3A00""]"
906 - 5775 Hampton Place,Vancouver,,1,1,1,0,1,786,,1994,Apartment/Condo,Leasehold prepaid-Strata,,Vancouver West,,1,,"1,106",2015,,67,,,"[""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-2.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-3.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-4.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-5.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-6.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-7.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-8.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-9.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-10.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-11.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-12.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-13.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-14.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-15.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-16.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-17.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-18.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-19.jpg?2016-04-15+15%3A06%3A00"", ""https://photos.zolo.ca/906-5775-hampton-place-vancouver-R2057660-20.jpg?2016-04-15+15%3A06%3A00""]"
2309 - 938 Smithe Street,Vancouver,,2,3,2,1,2,1135,,2005,Apartment/Condo,Freehold Strata,,Vancouver West,,0,,"2,807",375,,99,,,"[""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-2.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-3.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-4.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-5.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-6.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-7.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-8.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-9.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-10.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-11.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-12.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-13.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-14.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-15.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-16.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-17.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-18.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-19.jpg?2016-04-14+20%3A47%3A00"", ""https://photos.zolo.ca/2309-938-smithe-street-vancouver-R2057639-20.jpg?2016-04-14+20%3A47%3A00""]"
302 - 5025 Joyce Street,Vancouver,,2,2,2,0,1,761,,2006,Apartment/Condo,Freehold Strata,,Vancouver East,,1,,"1,071",330,,80,,,"[""//m.gge.m/m//treetvew?ze=640x480&tn=5025%20Je%20Street%20%20Vnuver%20BC&fv=70&heng=0&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=5025%20Je%20Street%20%20Vnuver%20BC&fv=70&heng=120&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", ""//m.gge.m/m//treetvew?ze=640x480&tn=5025%20Je%20Street%20%20Vnuver%20BC&fv=70&heng=240&th=10&e=AIzSAj59gMnWGKRVf0zM9JS3UOrPO9D0"", """"]"
312 - 3727 10th Avenue W,Vancouver,,2,2,2,0,2,998,,,Townhouse,Freehold Strata,,Vancouver West,,1,,"2,042",2015,,93,,,"[""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-2.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-3.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-4.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-5.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-6.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-7.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-8.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-9.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-10.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-11.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-12.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-13.jpg?2016-04-14+21%3A46%3A00"", ""https://photos.zolo.ca/312-3727-w-10th-avenue-vancouver-R2057589-14.jpg?2016-04-14+21%3A46%3A00""]"
2401 - 1020 Harwood Street,Vancouver,,3,2,2,0,1,1812,,1988,Apartment/Condo,Freehold Strata,,Vancouver West,,1,,"5,139",2015,,96,,,"[""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-2.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-3.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-4.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-5.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-6.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-7.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-8.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-9.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-10.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-11.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-12.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-13.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-14.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-15.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-16.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-17.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-18.jpg?2016-04-19+16%3A52%3A00"", ""https://photos.zolo.ca/2401-1020-harwood-street-vancouver-R2057577-19.jpg?2016-04-19+16%3A52%3A00""]"
